TO,FROM,YEAR,CITE # 在YEAR, TO 引用 FROM 的文章 CITE篇 
10,10,1906,1
10,10,1907,1
10,10,1911,1
10,10,1913,5
10,10,1914,1
10,10,1915,1
10,10,1916,4
10,10,1918,2
10,10,1919,3
10,10,1920,4
10,10,1921,2
10,10,1922,6
10,10,1923,2
10,10,1924,3
10,10,1925,7
10,10,1926,8
10,10,1927,1
10,10,1928,4
10,10,1929,4
10,10,1930,15
10,10,1931,48
10,10,1932,84
10,10,1933,86
10,10,1934,139
10,10,1935,190
10,10,1936,221
10,10,1937,221
10,10,1938,255
10,10,1939,254
10,10,1940,181
10,10,1941,139
10,10,1942,149
10,10,1943,236
10,10,1944,320
10,10,1945,424
10,10,1946,481
10,10,1947,484
10,10,1948,644
10,10,1949,703
10,10,1950,810
10,10,1951,813
10,10,1952,835
10,10,1953,815
10,10,1954,842
10,10,1955,817
10,10,1956,908
10,10,1957,913
10,10,1958,1569
10,10,1959,1898
10,10,1960,1964
10,10,1961,2109
10,10,1962,2741
10,10,1963,3218
10,10,1964,4010
10,10,1965,4347
10,10,1966,5071
10,10,1967,5367
10,10,1968,4929
10,10,1969,5425
10,10,1970,5571
10,10,1971,6901
10,10,1972,6323
10,10,1973,6734
10,10,1974,5522
10,10,1975,5503
10,10,1976,5884
10,10,1977,5990
10,10,1978,6049
10,10,1979,6217
10,10,1980,6574
10,10,1981,7078
10,10,1982,7252
10,10,1983,8088
10,10,1984,8845
10,10,1985,9924
10,10,1986,9520
10,10,1987,7404
10,10,1988,10082
10,10,1989,9941
10,10,1990,10654
10,10,1991,10523
10,10,1992,11081
10,10,1993,11562
10,10,1994,10863
10,10,1995,10843
10,10,1996,13363
10,10,1997,23449
10,10,1998,24780
10,10,1999,26053
10,10,2000,27347
10,10,2001,28342
10,10,2002,30218
10,10,2003,29970
10,10,2004,32211
10,10,2005,33899
10,10,2006,35576
10,10,2007,43130
10,10,2008,51258
10,10,2009,61592
10,10,2010,71215
10,10,2011,99901
10,10,2012,137602
10,10,2013,172382
10,10,2014,150399
10,10,2015,203994
10,10,2016,214374
10,10,2017,220978
10,10,2018,177796
10,10,2019,75695
10,11,1911,1
10,11,1913,5
10,11,1914,2
10,11,1915,1
10,11,1916,6
10,11,1919,2
10,11,1920,4
10,11,1921,3
10,11,1922,7
10,11,1923,4
10,11,1924,6
10,11,1925,7
10,11,1926,11
10,11,1927,5
10,11,1928,8
10,11,1929,14
10,11,1930,21
10,11,1931,67
10,11,1932,30
10,11,1933,57
10,11,1934,50
10,11,1935,46
10,11,1936,58
10,11,1937,97
10,11,1938,99
10,11,1939,101
10,11,1940,88
10,11,1941,105
10,11,1942,121
10,11,1943,114
10,11,1944,128
10,11,1945,188
10,11,1946,218
10,11,1947,200
10,11,1948,250
10,11,1949,286
10,11,1950,287
10,11,1951,419
10,11,1952,512
10,11,1953,563
10,11,1954,536
10,11,1955,493
10,11,1956,583
10,11,1957,600
10,11,1958,941
10,11,1959,1118
10,11,1960,1215
10,11,1961,1246
10,11,1962,1869
10,11,1963,2017
10,11,1964,2626
10,11,1965,2736
10,11,1966,3266
10,11,1967,3337
10,11,1968,2846
10,11,1969,3577
10,11,1970,3300
10,11,1971,3778
10,11,1972,3837
10,11,1973,3818
10,11,1974,3345
10,11,1975,3626
10,11,1976,3481
10,11,1977,3993
10,11,1978,4095
10,11,1979,4153
10,11,1980,3957
10,11,1981,4659
10,11,1982,4942
10,11,1983,4479
10,11,1984,3904
10,11,1985,4559
10,11,1986,5307
10,11,1987,2990
10,11,1988,4883
10,11,1989,4990
10,11,1990,5987
10,11,1991,4946
10,11,1992,5588
10,11,1993,5736
10,11,1994,5057
10,11,1995,6493
10,11,1996,7597
10,11,1997,11823
10,11,1998,13453
10,11,1999,14173
10,11,2000,16705
10,11,2001,19266
10,11,2002,18680
10,11,2003,20091
10,11,2004,22754
10,11,2005,26151
10,11,2006,27112
10,11,2007,38217
10,11,2008,50860
10,11,2009,62629
10,11,2010,83221
10,11,2011,137051
10,11,2012,214268
10,11,2013,287914
10,11,2014,281730
10,11,2015,334846
10,11,2016,337987
10,11,2017,351967
10,11,2018,296329
10,11,2019,127560
10,12,1912,1
10,12,1934,1
10,12,1935,2
10,12,1942,2
10,12,1943,1
10,12,1944,3
10,12,1945,1
10,12,1946,5
10,12,1947,5
10,12,1948,7
10,12,1949,18
10,12,1950,23
10,12,1951,26
10,12,1952,26
10,12,1953,34
10,12,1954,28
10,12,1955,34
10,12,1956,56
10,12,1957,43
10,12,1958,62
10,12,1959,113
10,12,1960,134
10,12,1961,115
10,12,1962,218
10,12,1963,278
10,12,1964,448
10,12,1965,371
10,12,1966,427
10,12,1967,437
10,12,1968,391
10,12,1969,379
10,12,1970,326
10,12,1971,363
10,12,1972,339
10,12,1973,441
10,12,1974,342
10,12,1975,387
10,12,1976,394
10,12,1977,421
10,12,1978,450
10,12,1979,482
10,12,1980,423
10,12,1981,442
10,12,1982,350
10,12,1983,359
10,12,1984,375
10,12,1985,338
10,12,1986,368
10,12,1987,260
10,12,1988,385
10,12,1989,338
10,12,1990,384
10,12,1991,301
10,12,1992,348
10,12,1993,377
10,12,1994,364
10,12,1995,460
10,12,1996,605
10,12,1997,693
10,12,1998,920
10,12,1999,982
10,12,2000,1194
10,12,2001,1455
10,12,2002,1330
10,12,2003,1321
10,12,2004,1559
10,12,2005,1779
10,12,2006,1719
10,12,2007,2446
10,12,2008,3269
10,12,2009,4900
10,12,2010,5726
10,12,2011,9428
10,12,2012,15625
10,12,2013,21009
10,12,2014,20784
10,12,2015,25341
10,12,2016,25337
10,12,2017,25492
10,12,2018,25809
10,12,2019,11814
10,13,1910,2
10,13,1911,1
10,13,1913,7
10,13,1914,3
10,13,1916,9
10,13,1917,3
10,13,1919,1
10,13,1920,5
10,13,1921,1
10,13,1922,11
10,13,1923,4
10,13,1924,14
10,13,1925,5
10,13,1926,15
10,13,1927,4
10,13,1928,10
10,13,1929,19
10,13,1930,18
10,13,1931,77
10,13,1932,24
10,13,1933,59
10,13,1934,52
10,13,1935,73
10,13,1936,71
10,13,1937,118
10,13,1938,131
10,13,1939,82
10,13,1940,99
10,13,1941,106
10,13,1942,156
10,13,1943,134
10,13,1944,220
10,13,1945,222
10,13,1946,243
10,13,1947,264
10,13,1948,386
10,13,1949,458
10,13,1950,507
10,13,1951,647
10,13,1952,786
10,13,1953,928
10,13,1954,1059
10,13,1955,955
10,13,1956,1145
10,13,1957,1271
10,13,1958,2184
10,13,1959,2535
10,13,1960,2967
10,13,1961,3106
10,13,1962,4393
10,13,1963,5390
10,13,1964,6977
10,13,1965,7311
10,13,1966,8572
10,13,1967,9442
10,13,1968,8263
10,13,1969,9986
10,13,1970,9630
10,13,1971,11744
10,13,1972,12234
10,13,1973,13181
10,13,1974,11793
10,13,1975,13530
10,13,1976,13793
10,13,1977,15367
10,13,1978,14460
10,13,1979,13957
10,13,1980,16560
10,13,1981,15442
10,13,1982,16321
10,13,1983,16055
10,13,1984,16250
10,13,1985,16302
10,13,1986,14976
10,13,1987,12373
10,13,1988,16822
10,13,1989,16316
10,13,1990,17691
10,13,1991,16159
10,13,1992,17474
10,13,1993,18493
10,13,1994,18582
10,13,1995,18516
10,13,1996,28834
10,13,1997,71561
10,13,1998,78991
10,13,1999,85006
10,13,2000,89328
10,13,2001,94060
10,13,2002,105121
10,13,2003,105010
10,13,2004,115401
10,13,2005,124132
10,13,2006,132095
10,13,2007,173108
10,13,2008,225639
10,13,2009,295489
10,13,2010,368915
10,13,2011,581666
10,13,2012,867637
10,13,2013,1085720
10,13,2014,924301
10,13,2015,1091949
10,13,2016,1126749
10,13,2017,1168435
10,13,2018,842284
10,13,2019,349121
10,14,1941,1
10,14,1946,1
10,14,1948,2
10,14,1949,3
10,14,1950,2
10,14,1951,1
10,14,1953,1
10,14,1954,5
10,14,1955,1
10,14,1956,1
10,14,1957,4
10,14,1958,5
10,14,1959,3
10,14,1960,3
10,14,1961,1
10,14,1962,5
10,14,1963,3
10,14,1964,5
10,14,1965,6
10,14,1966,11
10,14,1967,9
10,14,1968,3
10,14,1969,4
10,14,1970,4
10,14,1971,6
10,14,1972,3
10,14,1973,1
10,14,1974,10
10,14,1975,6
10,14,1976,2
10,14,1977,5
10,14,1978,7
10,14,1979,2
10,14,1980,14
10,14,1981,15
10,14,1982,1
10,14,1983,7
10,14,1984,1
10,14,1985,8
10,14,1986,16
10,14,1987,18
10,14,1988,22
10,14,1989,62
10,14,1990,42
10,14,1991,14
10,14,1992,6
10,14,1994,17
10,14,1995,21
10,14,1996,93
10,14,1997,132
10,14,1998,116
10,14,1999,118
10,14,2000,88
10,14,2001,181
10,14,2002,154
10,14,2003,182
10,14,2004,356
10,14,2005,613
10,14,2006,1021
10,14,2007,879
10,14,2008,1566
10,14,2009,1792
10,14,2010,2393
10,14,2011,3707
10,14,2012,3671
10,14,2013,6377
10,14,2014,6901
10,14,2015,10533
10,14,2016,12479
10,14,2017,9119
10,14,2018,11321
10,14,2019,5187
10,15,1911,1
10,15,1921,1
10,15,1929,1
10,15,1930,2
10,15,1931,1
10,15,1932,5
10,15,1933,12
10,15,1934,15
10,15,1935,16
10,15,1936,11
10,15,1937,10
10,15,1938,14
10,15,1939,2
10,15,1940,7
10,15,1941,9
10,15,1942,8
10,15,1943,13
10,15,1944,21
10,15,1945,20
10,15,1946,25
10,15,1947,14
10,15,1948,34
10,15,1949,48
10,15,1950,63
10,15,1951,74
10,15,1952,68
10,15,1953,84
10,15,1954,146
10,15,1955,137
10,15,1956,107
10,15,1957,92
10,15,1958,167
10,15,1959,243
10,15,1960,302
10,15,1961,227
10,15,1962,267
10,15,1963,301
10,15,1964,288
10,15,1965,313
10,15,1966,244
10,15,1967,248
10,15,1968,230
10,15,1969,182
10,15,1970,171
10,15,1971,212
10,15,1972,143
10,15,1973,180
10,15,1974,114
10,15,1975,145
10,15,1976,158
10,15,1977,156
10,15,1978,143
10,15,1979,157
10,15,1980,103
10,15,1981,182
10,15,1982,129
10,15,1983,144
10,15,1984,200
10,15,1985,233
10,15,1986,196
10,15,1987,361
10,15,1988,258
10,15,1989,330
10,15,1990,302
10,15,1991,327
10,15,1992,286
10,15,1993,425
10,15,1994,479
10,15,1995,355
10,15,1996,408
10,15,1997,692
10,15,1998,772
10,15,1999,971
10,15,2000,1100
10,15,2001,1345
10,15,2002,1805
10,15,2003,1737
10,15,2004,2065
10,15,2005,2802
10,15,2006,2957
10,15,2007,3672
10,15,2008,5191
10,15,2009,6366
10,15,2010,9037
10,15,2011,12331
10,15,2012,19613
10,15,2013,32167
10,15,2014,26606
10,15,2015,60574
10,15,2016,68397
10,15,2017,68964
10,15,2018,48986
10,15,2019,21501
10,16,1911,1
10,16,1922,5
10,16,1923,2
10,16,1925,1
10,16,1926,3
10,16,1927,1
10,16,1928,5
10,16,1929,7
10,16,1930,8
10,16,1931,23
10,16,1932,27
10,16,1933,56
10,16,1934,61
10,16,1935,83
10,16,1936,74
10,16,1937,75
10,16,1938,69
10,16,1939,29
10,16,1940,42
10,16,1941,33
10,16,1942,29
10,16,1943,47
10,16,1944,78
10,16,1945,69
10,16,1946,103
10,16,1947,87
10,16,1948,181
10,16,1949,244
10,16,1950,259
10,16,1951,241
10,16,1952,265
10,16,1953,254
10,16,1954,262
10,16,1955,276
10,16,1956,236
10,16,1957,292
10,16,1958,441
10,16,1959,513
10,16,1960,684
10,16,1961,659
10,16,1962,847
10,16,1963,1048
10,16,1964,1037
10,16,1965,1146
10,16,1966,1160
10,16,1967,1070
10,16,1968,1057
10,16,1969,782
10,16,1970,859
10,16,1971,978
10,16,1972,861
10,16,1973,884
10,16,1974,604
10,16,1975,756
10,16,1976,782
10,16,1977,882
10,16,1978,826
10,16,1979,854
10,16,1980,641
10,16,1981,816
10,16,1982,886
10,16,1983,875
10,16,1984,986
10,16,1985,941
10,16,1986,1125
10,16,1987,1147
10,16,1988,1168
10,16,1989,1094
10,16,1990,1458
10,16,1991,1484
10,16,1992,1332
10,16,1993,1883
10,16,1994,1796
10,16,1995,1554
10,16,1996,1766
10,16,1997,2537
10,16,1998,2689
10,16,1999,3227
10,16,2000,3358
10,16,2001,3504
10,16,2002,4908
10,16,2003,4519
10,16,2004,6038
10,16,2005,6576
10,16,2006,6897
10,16,2007,8381
10,16,2008,11016
10,16,2009,12279
10,16,2010,15225
10,16,2011,21079
10,16,2012,34626
10,16,2013,56399
10,16,2014,47502
10,16,2015,117326
10,16,2016,137366
10,16,2017,147071
10,16,2018,106918
10,16,2019,47943
10,17,1927,2
10,17,1928,2
10,17,1929,4
10,17,1930,5
10,17,1931,2
10,17,1933,2
10,17,1934,2
10,17,1936,5
10,17,1937,3
10,17,1938,1
10,17,1939,3
10,17,1940,7
10,17,1941,7
10,17,1942,2
10,17,1943,12
10,17,1944,9
10,17,1945,8
10,17,1946,10
10,17,1947,7
10,17,1948,11
10,17,1949,14
10,17,1950,12
10,17,1951,30
10,17,1952,20
10,17,1953,13
10,17,1954,28
10,17,1955,10
10,17,1956,13
10,17,1957,19
10,17,1958,31
10,17,1959,35
10,17,1960,22
10,17,1961,17
10,17,1962,57
10,17,1963,54
10,17,1964,69
10,17,1965,92
10,17,1966,121
10,17,1967,85
10,17,1968,104
10,17,1969,132
10,17,1970,80
10,17,1971,77
10,17,1972,112
10,17,1973,72
10,17,1974,68
10,17,1975,100
10,17,1976,94
10,17,1977,104
10,17,1978,51
10,17,1979,94
10,17,1980,63
10,17,1981,93
10,17,1982,82
10,17,1983,116
10,17,1984,71
10,17,1985,81
10,17,1986,217
10,17,1987,537
10,17,1988,118
10,17,1989,105
10,17,1990,359
10,17,1991,302
10,17,1992,282
10,17,1993,646
10,17,1994,474
10,17,1995,293
10,17,1996,783
10,17,1997,636
10,17,1998,666
10,17,1999,572
10,17,2000,904
10,17,2001,1022
10,17,2002,1792
10,17,2003,1502
10,17,2004,2205
10,17,2005,3215
10,17,2006,3936
10,17,2007,5439
10,17,2008,8576
10,17,2009,10269
10,17,2010,13516
10,17,2011,23454
10,17,2012,34875
10,17,2013,47690
10,17,2014,47522
10,17,2015,69098
10,17,2016,82907
10,17,2017,80989
10,17,2018,74951
10,17,2019,32542
10,18,1935,1
10,18,1937,3
10,18,1944,1
10,18,1946,1
10,18,1948,1
10,18,1949,6
10,18,1950,6
10,18,1951,1
10,18,1952,2
10,18,1953,3
10,18,1954,11
10,18,1955,3
